Movie_name,Movie_release_date
The Prisoner of Zenda,1937
Topper,1937
Walter Wanger's Vogues of 1938,1937
A Day at the Races,1937
A Night at the Movies,1937
Ali Baba Goes to Town,1937
Artists and Models,1937
Black Legion,1937
Camille,1937
Deep South,1937
Educated Fish,1937
Every Day's a Holiday,1937
Hitting a New High,1937
Make a Wish,1937
Manhattan Merry-Go-Round,1937
Mr. Dodd Takes the Air,1937
Popular Science J-7-1,1937
Portia on Trial,1937
Quality Street,1937
"Ready, Willing and Able",1937
Romance of Radium,1937
Shall We Dance,1937
Should Wives Work?,1937
Snow White and the Seven Dwarfs,1937
Something to Sing About,1937
The Girl Said No,1937
The Little Match Girl,1937
The Man Without a Country,1937
Thin Ice,1937
Varsity Show,1937
Way Out West,1937
Wee Willie Winkie,1937
Wells Fargo,1937
Wings over Honolulu,1937
You're a Sweetheart,1937
You Can't Take It with You,1938
The Adventures of Robin Hood,1938
Boys Town,1938
Jezebel,1938
Alexander's Ragtime Band,1938
Pygmalion,1938
The Cowboy and the Lady,1938
The Great Waltz,1938
Declaration of Independence,1938
Ferdinand the Bull,1938
Kentucky,1938
That Mothers Might Live,1938
The Big Broadcast of 1938,1938
Four Daughters,1938
Merrily We Live,1938
Algiers,1938
If I Were King,1938
Mad About Music,1938
Marie Antoinette,1938
The Citadel,1938
Angels with Dirty Faces,1938
Army Girl,1938
Carefree,1938
Suez,1938
Test Pilot,1938
Blockade,1938
Sweethearts,1938
That Certain Age,1938
The Goldwyn Follies,1938
The Young in Heart,1938
Vivacious Lady,1938
Block-Heads,1938
Brave Little Tailor,1938
Breaking the Ice,1938
Girls' School,1938
Going Places,1938
Good Scouts,1938
La Grande Illusion,1938
Holiday,1938
Hunky and Spunky,1938
Mannequin,1938
Mother Goose Goes Hollywood,1938
Of Human Hearts,1938
Pacific Liner,1938
Storm Over Bengal,1938
Swingtime in the Movies,1938
The Adventures of Tom Sawyer,1938
The Buccaneer,1938
The Great Heart,1938
The Lady Objects,1938
There Goes My Heart,1938
They're Always Caught,1938
Three Comrades,1938
Timber Toppers,1938
Tropic Holiday,1938
Under Western Stars,1938
White Banners,1938
Gone With the Wind,1939
Stagecoach,1939
The Wizard of Oz,1939
Mr. Smith Goes to Washington,1939
Wuthering Heights,1939
"Goodbye, Mr. Chips",1939
The Rains Came,1939
Busy Little Bears,1939
Sons of Liberty,1939
The Ugly Duckling,1939
When Tomorrow Comes,1939
Love Affair,1939
The Private Lives of Elizabeth and Essex,1939
Ninotchka,1939
Of Mice and Men,1939
Dark Victory,1939
Man of Conquest,1939
Babes in Arms,1939
Beau Geste,1939
First Love,1939
Gulliver's Travels,1939
The Great Victor Herbert,1939
The Hunchback of Notre Dame,1939
Bachelor Mother,1939
Balalaika,1939
Captain Fury,1939
Detouring America,1939
Drums Along the Mohawk,1939
Drunk Driving,1939
Eternally Yours,1939
Five Times Five,1939
Golden Boy,1939
Information Please,1939
Intermezzo,1939
Juarez,1939
Nurse Edith Cavell,1939
Only Angels Have Wings,1939
Peace on Earth,1939
Prophet Without Honor,1939
Second Fiddle,1939
She Married a Cop,1939
Swanee River,1939
Sword Fishing,1939
The Man in the Iron Mask,1939
The Pointer,1939
They Shall Have Music,1939
Topper Takes a Trip,1939
Union Pacific,1939
Way Down South,1939
Young Mr. Lincoln,1939
Rebecca,1940
The Thief of Bagdad,1940
The Grapes of Wrath,1940
The Philadelphia Story,1940
Pinocchio,1940
Kitty Foyle,1940
North West Mounted Police,1940
"Arise, My Love",1940
Strike Up the Band,1940
The Westerner,1940
Pride and Prejudice,1940
Quicker'n a Wink,1940
"Teddy, the Rough Rider",1940
The Great McGinty,1940
The Milky Way,1940
Tin Pan Alley,1940
The Letter,1940
Foreign Correspondent,1940
Our Town,1940
The Long Voyage Home,1940
The Great Dictator,1940
Spring Parade,1940
The Sea Hawk,1940
"All This, and Heaven Too",1940
Down Argentine Way,1940
My Favourite Wife,1940
Abe Lincoln in Illinois,1940
Arizona,1940
Bitter Sweet,1940
Boom Town,1940
Dark Command,1940
Hit Parade of 1941,1940
One Million B.C.,1940
Second Chorus,1940
The Blue Bird,1940
The Boys from Syracuse,1940
The Howards of Virginia,1940
Waterloo Bridge,1940
A Wild Hare,1940
Angels Over Broadway,1940
Behind the News,1940
Captain Caution,1940
Comrade X,1940
Dr. Cyclops,1940
Dr. Ehrlich's Magic Bullet,1940
"Edison, the Man",1940
Eyes of the Navy,1940
Irene,1940
Lillian Russell,1940
London Can Take It!,1940
More About Nostradamus,1940
Music in My Heart,1940
"My Son, My Son!",1940
Northwest Passage,1940
Primrose Path,1940
Puss Gets the Boot,1940
Rhythm on the River,1940
Service with the Colors,1940
Siege,1940
Swiss Family Robinson,1940
The Fight for Life,1940
The House of the Seven Gables,1940
The Invisible Man Returns,1940
The Mark of Zorro,1940
They Knew What They Wanted,1940
Too Many Husbands,1940
Typhoon,1940
Women in War,1940
You'll Find Out,1940
How Green Was My Valley,1941
Sergeant York,1941
Here Comes Mr. Jordan,1941
Citizen Kane,1941
Blossoms in the Dust,1941
That Hamilton Woman,1941
Suspicion,1941
All That Money Can Buy,1941
Blood and Sand,1941
Dumbo,1941
Churchill's Island,1941
I Wanted Wings,1941
Lady Be Good,1941
Lend a Paw,1941
Main Street on the March!,1941
Of Pups and Puzzles,1941
The Great Lie,1941
The Little Foxes,1941
Hold Back the Dawn,1941
Ball of Fire,1941
Dr. Jekyll and Mr. Hyde,1941
Sun Valley Serenade,1941
Sundown,1941
The Chocolate Soldier,1941
The Maltese Falcon,1941
All-American Co-Ed,1941
Aloma of the South Seas,1941
Buck Privates,1941
Dive Bomber,1941
Ladies in Retirement,1941
Louisiana Purchase,1941
The Devil and Miss Jones,1941
Topper Returns,1941
You'll Never Get Rich,1941
A Letter from Home,1941
A Place to Live,1941
A Yank in the R.A.F.,1941
Adventure in the Bronx,1941
Alive in the Deep,1941
Appointment for Love,1941
Army Champions,1941
Back Street,1941
Beauty and the Beach,1941
Billy the Kid,1941
Birth of the Blues,1941
Blues in the Night,1941
Bomber: A Defense Report on Film,1941
Boogie Woogie Bugle Boy of Company B,1941
Cheers for Miss Bishop,1941
Christmas Under Fire,1941
Down on the Farm,1941
Flight Command,1941
Forbidden Passage,1941
Forty Boys and a Song,1941
Hiawatha's Rabbit Hunt,1941
How War Came,1941
Ice-Capades,1941
King of the Zombies,1941
Kings of the Turf,1941
Las Vegas Nights,1941
Life of a Thoroughbred,1941
Lydia,1941
Meet John Doe,1941
Mercy Island,1941
Night Train to Munich,1941
Norway in Revolt,1941
One Foot in Heaven,1941
Penny Serenade,1941
Rhapsody in Rivets,1941
Rhythm in the Ranks,1941
Ridin' on a Rainbow,1941
Russian Soil,1941
Sagebrush and Silver,1941
Sis Hopkins,1941
Skylark,1941
So Ends Our Night,1941
Soldiers of the Sky,1941
Sunny,1941
Superman,1941
"Tall, Dark and Handsome",1941
Tanks a Million,1941
That Uncertain Feeling,1941
The Devil Pays Off,1941
The Flame of New Orleans,1941
The Gay Parisian,1941
The Invisible Woman,1941
The Lady Eve,1941
The Men in Her Life,1941
The Night Before Christmas,1941
The Rookie Bear,1941
The Sea Wolf,1941
The Son of Monte Cristo,1941
The Strawberry Blonde,1941
The Tanks Are Coming,1941
This Woman is Mine,1941
"Tom, Dick and Harry",1941
Truant Officer Donald,1941
War Clouds in the Pacific,1941
When Ladies Meet,1941
Mrs. Miniver,1942
Yankee Doodle Dandy,1942
The Pride of the Yankees,1942
This Above All,1942
49th Parallel,1942
Holiday Inn,1942
"Now, Voyager",1942
Reap the Wild Wind,1942
The Black Swan,1942
My Gal Sal,1942
Woman of the Year,1942
Beyond the Line of Duty,1942
Der Fuehrer's Face,1942
Johnny Eager,1942
Kokoda Front Line!,1942
Moscow Strikes Back,1942
Prelude to War,1942
Speaking of Animals and Their Families,1942
The Battle of Midway,1942
Random Harvest,1942
The Talk of the Town,1942
Arabian Nights,1942
Jungle Book,1942
The Magnificent Ambersons,1942
Wake Island,1942
Bambi,1942
Flying Tigers,1942
Kings Row,1942
"Take a Letter, Darling",1942
The Pied Piper,1942
You Were Never Lovelier,1942
Captains of the Clouds,1942
Flying with Music,1942
One of Our Aircraft Is Missing,1942
Road to Morocco,1942
Silver Queen,1942
The Gold Rush,1942
The Shanghai Gesture,1942
A Ship Is Born,1942
"Africa, Prelude to Victory",1942
All Out for V,1942
Always in My Heart,1942
Babes on Broadway,1942
Blitz Wolf,1942
Combat Report,1942
Conquer by the Clock,1942
Desert Wonderland,1942
Desperate Journey,1942
Don't Talk,1942
For Me and My Gal,1942
Friendly Enemies,1942
George Washington Slept Here,1942
Hellzapoppin',1942
"Henry Browne, Farmer",1942
High Over the Borders,1942
High Stakes in the East,1942
I Married a Witch,1942
Inside Fighting China,1942
Invisible Agent,1942
It Started with Eve,1942
It's Everybody's War,1942
Joan of Paris,1942
Johnny Doughboy,1942
Juke Box Jamboree,1942
Klondike Fury,1942
Listen to Britain,1942
Little Belgium,1942
Little Isles of Freedom,1942
Marines in the Making,1942
Moontide,1942
Mr. Blabbermouth!,1942
Mr. Gardenia Jones,1942
My Sister Eileen,1942
Once Upon a Honeymoon,1942
Orchestra Wives,1942
Pigs in a Polka,1942
Private Smith of the U.S.A.,1942
Ten Gentlemen from West Point,1942
The Corsican Brothers,1942
The Grain That Built a Hemisphere,1942
The Mayor of 44th Street,1942
The Navy Comes Through,1942
The New Spirit,1942
The Price of Victory,1942
The Spoilers,1942
The War Against Mrs. Hadley,1942
To Be or Not to Be,1942
To the Shores of Tripoli,1942
Tortilla Flat,1942
Tulips Shall Grow,1942
Twenty-One Miles,1942
United States Marine Band,1942
We Refuse to Die,1942
White Eagle,1942
Winning Your Wings,1942
Youth on Parade,1942
Casablanca,1943
The Song of Bernadette,1943
Phantom of the Opera,1943
For Whom the Bell Tolls,1943
The More the Merrier,1943
The Human Comedy,1943
Air Force,1943
Watch on the Rhine,1943
This Is the Army,1943
"Hello, Frisco, Hello",1943
Amphibious Fighters,1943
Crash Dive,1943
December 7th: The Movie,1943
Desert Victory,1943
Heavenly Music,1943
Princess O'Rourke,1943
The Yankee Doodle Mouse,1943
This Land Is Mine,1943
Madame Curie,1943
The North Star,1943
So Proudly We Hail!,1943
Five Graves to Cairo,1943
Heaven Can Wait,1943
Sahara,1943
Saludos Amigos,1943
Thousands Cheer,1943
Hangmen Also Die!,1943
Hit Parade of 1943,1943
In Old Oklahoma,1943
In Which We Serve,1943
Something to Shout About,1943
Stage Door Canteen,1943
Star Spangled Rhythm,1943
The Sky's the Limit,1943
Action in the North Atlantic,1943
Baptism of Fire,1943
Bombardier,1943
Cabin in the Sky,1943
Cavalcade of Dance,1943
Champions Carry On,1943
Children of Mars,1943
Commandos Strike at Dawn,1943
Coney Island,1943
Corvette K-225,1943
Destination Tokyo,1943
Flight for Freedom,1943
Greetings Bait,1943
Hers to Hold,1943
Hi Diddle Diddle,1943
Hollywood in Uniform,1943
Holy Matrimony,1943
Imagination,1943
Johnny Come Lately,1943
Lady of Burlesque,1943
Lassie Come Home,1943
Letter to a Hero,1943
Mardi Gras,1943
Mission to Moscow,1943
Plan for Destruction,1943
Reason and Emotion,1943
Report from the Aleutians,1943
Riding High,1943
Seeing Hands,1943
Shadow of a Doubt,1943
So This Is Washington,1943
Stand By for Action,1943
Swedes in America,1943
Thank Your Lucky Stars,1943
The 500 Hats of Bartholomew Cubbins,1943
The Amazing Mrs. Holliday,1943
The Battle of Russia,1943
The Constant Nymph,1943
The Dizzy Acrobat,1943
The Fallen Sparrow,1943
The Gang's All Here,1943
The Kansan,1943
The Moon and Sixpence,1943
The Ox-Bow Incident,1943
To the People of the United States,1943
Tomorrow We Fly,1943
Victory Through Air Power,1943
War Department Report,1943
Woman at War,1943
Youth in Crisis,1943
Going My Way,1944
Wilson,1944
Gaslight,1944
Since You Went Away,1944
Cover Girl,1944
Laura,1944
None but the Lonely Heart,1944
Thirty Seconds Over Tokyo,1944
I Won't Play,1944
Mouse Trouble,1944
The Fighting Lady,1944
Who's Who in Animal Land,1944
With the Marines at Tarawa,1944
Double Indemnity,1944
Kismet,1944
Meet Me in St. Louis,1944
Brazil,1944
Casanova Brown,1944
Hollywood Canteen,1944
Lady in the Dark,1944
Lifeboat,1944
Song of the Open Road,1944
The Adventures of Mark Twain,1944
Address Unknown,1944
Dragon Seed,1944
Higher and Higher,1944
It Happened Tomorrow,1944
"Lady, Let's Dance",1944
Minstrel Man,1944
Mr. Skeffington,1944
Mrs. Parkington,1944
The Princess and the Pirate,1944
Up in Arms,1944
Voice in the Wind,1944
A Guy Named Joe,1944
And to Think I Saw It on Mulberry Street,1944
Blue Grass Gentleman,1944
Bombalera,1944
Christmas Holiday,1944
Days of Glory,1944
"Dog, Cat and Canary",1944
Fish Fry,1944
Follow the Boys,1944
Hail the Conquering Hero,1944
His Butler's Sister,1944
Home in Indiana,1944
How to Play Football,1944
Hymn of the Nations,1944
Irish Eyes Are Smiling,1944
Jack London,1944
Jammin' the Blues,1944
Janie,1944
Knickerbocker Holiday,1944
Main Street Today,1944
Movie Pests,1944
Music in Manhattan,1944
"My Boy, Johnny",1944
New Americans,1944
No Time for Love,1944
None Shall Escape,1944
Resisting Enemy Interrogation,1944
Screen Snapshots' 50th Anniversary of Motion Pictures,1944
Secret Command,1944
Sensations of 1945,1944
Step Lively,1944
Summer Storm,1944
Sweet and Low-Down,1944
Swooner Crooner,1944
The Bridge of San Luis Rey,1944
The Climax,1944
The Desert Song,1944
The Fighting Seabees,1944
The Hairy Ape,1944
The Merry Monahans,1944
The Miracle of Morgan's Creek,1944
The Seventh Cross,1944
The Story of Dr. Wassell,1944
The Fighting Sullivans,1944
The Uninvited,1944
The White Cliffs of Dover,1944
The Woman of the Town,1944
Three Russian Girls,1944
Two Girls and a Sailor,1944
Up in Mabel's Room,1944
"Wing and a Prayer, The Story of Carrier X",1944
The Lost Weekend,1945
National Velvet,1945
The Bells of St. Mary's,1945
Mildred Pierce,1945
Spellbound,1945
Anchors Aweigh,1945
Leave Her to Heaven,1945
Wonder Man,1945
The Picture of Dorian Gray,1945
A Tree Grows in Brooklyn,1945
State Fair,1945
Blood on the Sun,1945
Frenchman's Creek,1945
Hitler Lives,1945
Marie-Louise,1945
Quiet Please!,1945
Stairway to Light,1945
Star in the Night,1945
The House on 92nd Street,1945
The True Glory,1945
A Song to Remember,1945
Love Letters,1945
The Keys of the Kingdom,1945
The Story of G.I. Joe,1945
"Objective, Burma!",1945
The Southerner,1945
A Medal for Benny,1945
A Thousand and One Nights,1945
Belle of the Yukon,1945
Can't Help Singing,1945
Flame of the Barbary Coast,1945
Rhapsody in Blue,1945
San Antonio,1945
The Corn Is Green,1945
The Three Caballeros,1945
The Valley of Decision,1945
They Were Expendable,1945
Tonight and Every Night,1945
Why Girls Leave Home,1945
A Gun in His Hand,1945
Along the Rainbow Trail,1945
Brewster's Millions,1945
Captain Eddie,1945
Captain Kidd,1945
Dillinger,1945
Donald's Crime,1945
Earl Carroll Vanities,1945
Experiment Perilous,1945
G.I. Honeymoon,1945
Guest in the House,1945
Guest Wife,1945
Here Come the Waves,1945
Hitchhike to Happiness,1945
Incendiary Blonde,1945
Jasper and the Beanstalk,1945
Lady on a Train,1945
Library of Congress,1945
Life with Feathers,1945
Mighty Mouse in Gypsy Life,1945
Music for Millions,1945
Paris Underground,1945
Pride of the Marines,1945
Rippling Romance,1945
Salty O'Rourke,1945
Screen Snapshots' 25th Anniversary,1945
Sing Your Way Home,1945
Story of a Dog,1945
Sunbonnet Sue,1945
The Affairs of Susan,1945
The Enchanted Cottage,1945
The Jury Goes Round 'N' Round,1945
The Last Bomb,1945
The Little Witch,1945
The Man Who Walked Alone,1945
The Poet and the Peasant,1945
The Spanish Main,1945
The Unseen,1945
The Woman in the Window,1945
This Love of Ours,1945
Three Is a Family,1945
To the Shores of Iwo Jima,1945
"What Next, Corporal Hargrove?",1945
White Rhapsody,1945
Your National Gallery,1945
The Best Years of Our Lives,1946
The Yearling,1946
The Jolson Story,1946
Anna and the King of Siam,1946
The Razor's Edge,1946
The Harvey Girls,1946
To Each His Own,1946
A Boy and His Dog,1946
Blithe Spirit,1946
Facing Your Danger,1946
Seeds of Destiny,1946
The Cat Concerto,1946
The Seventh Veil,1946
Vacation From Marriage,1946
It's a Wonderful Life,1946
Henry V,1946
The Killers,1946
Brief Encounter,1946
Blue Skies,1946
Centennial Summer,1946
Duel in the Sun,1946
Notorious,1946
The Green Years,1946
A Stolen Life,1946
Atomic Power,1946
Caesar and Cleopatra,1946
Canyon Passage,1946
Children of Paradise,1946
College Queen,1946
Dive-Hi Champs,1946
Golden Horses,1946
Hiss and Yell,1946
Humoresque,1946
John Henry and the Inky-Poo,1946
Kitty,1946
Life at the Zoo,1946
Musical Moments from Chopin,1946
Night and Day,1946
Paramount News Issue # 37,1946
Road to Utopia,1946
"Rome, Open City",1946
Saratoga Trunk,1946
Sister Kenny,1946
Smart as a Fox,1946
Squatter's Rights,1946
Sure Cures,1946
The Blue Dahlia,1946
The Dark Mirror,1946
The Dolly Sisters,1946
The Luckiest Guy in the World,1946
The Spiral Staircase,1946
The Strange Love of Martha Ivers,1946
The Stranger,1946
Traffic with the Devil,1946
Walky Talky Hawky,1946
Gentleman's Agreement,1947
Miracle on 34th Street,1947
Great Expectations,1947
A Double Life,1947
Black Narcissus,1947
The Bishop's Wife,1947
Green Dolphin Street,1947
Body and Soul,1947
Mother Wore Tights,1947
Song of the South,1947
The Farmer's Daughter,1947
Climbing the Matterhorn,1947
Design for Death,1947
First Steps,1947
"Goodbye, Miss Turlock",1947
The Bachelor and the Bobby-Soxer,1947
Tweetie Pie,1947
Crossfire,1947
Life with Father,1947
Kiss of Death,1947
Mourning Becomes Electra,1947
"Smash-Up, the Story of a Woman",1947
A Cage of Nightingales,1947
A Voice Is Born: The Story of Niklos Gafni,1947
Boomerang!,1947
"Brooklyn, U.S.A.",1947
Captain from Castile,1947
Champagne for Two,1947
Chip an' Dale,1947
Dr. Jekyll and Mr. Mouse,1947
Fiesta,1947
Fight of the Wild Stallions,1947
Forever Amber,1947
Give Us the Earth,1947
Good News,1947
It Happened on 5th Avenue,1947
Journey into Medicine,1947
Monsieur Verdoux,1947
Moon Rockets,1947
My Wild Irish Rose,1947
Now You See It,1947
Odd Man Out,1947
Passport to Nowhere,1947
Pluto's Blue Note,1947
Possessed,1947
Ride the Pink Horse,1947
Road to Rio,1947
School in the Mailbox,1947
Shoeshine,1947
So You Want to Be in Pictures,1947
T-Men,1947
The Egg and I,1947
The Foxes of Harrow,1947
The Ghost and Mrs. Muir,1947
The Paradine Case,1947
The Perils of Pauline,1947
"The Time, the Place and the Girl",1947
The World Is Rich,1947
Tubby the Tuba,1947
Unconquered,1947
Hamlet,1948
The Treasure of the Sierra Madre,1948
Joan of Arc,1948
The Red Shoes,1948
The Naked City,1948
Johnny Belinda,1948
The Snake Pit,1948
The Search,1948
Portrait of Jennie,1948
Easter Parade,1948
Key Largo,1948
Seal Island,1948
Symphony of a City,1948
The Little Orphan,1948
The Paleface,1948
The Secret Land,1948
Toward Independence,1948
I Remember Mama,1948
A Foreign Affair,1948
Red River,1948
Romance on the High Seas,1948
The Emperor Waltz,1948
When My Baby Smiles at Me,1948
Annie Was a Wonder,1948
B.F.'s Daughter,1948
Calgary Stampede,1948
Casbah,1948
Cinderella Horses,1948
Deep Waters,1948
Going to Blazes,1948
Green Grass of Wyoming,1948
Heart to Heart,1948
Louisiana Story,1948
Mickey and the Seal,1948
Moonrise,1948
Mouse Wreckers,1948
Operation Vittles,1948
Robin Hoodlum,1948
Samba-Mania,1948
Sitting Pretty,1948
Snow Capers,1948
So You Want to Be on the Radio,1948
"Sorry, Wrong Number",1948
Tea for Two Hundred,1948
That Lady in Ermine,1948
The Loves of Carmen,1948
The Luck of the Irish,1948
The Pirate,1948
The Quiet One,1948
The Three Musketeers,1948
Wet Blanket Policy,1948
You Can't Win,1948
All the King's Men,1949
The Heiress,1949
Battleground,1949
Twelve O'Clock High,1949
A Letter to Three Wives,1949
Champion,1949
Adventures of Don Juan,1949
Little Women,1949
A Chance to Live,1949
Aquatic House Party,1949
Daybreak in Udi,1949
For Scent-imental Reasons,1949
Mighty Joe Young,1949
Neptune's Daughter,1949
On the Town,1949
She Wore a Yellow Ribbon,1949
So Much for So Little,1949
The Stratton Story,1949
Van Gogh,1949
Come to the Stable,1949
Sands of Iwo Jima,1949
Jolson Sings Again,1949
Pinky,1949
My Foolish Heart,1949
Prince of Foxes,1949
The Fallen Idol,1949
1848,1949
Beyond the Forest,1949
Bicycle Thieves,1949
Chase of Death,1949
"Edward, My Son",1949
Hatch Up Your Troubles,1949
It Happens Every Spring,1949
It's a Great Feeling,1949
Kenji Comes Home,1949
Look for the Silver Lining,1949
